"name","address","emails","image","label","phone","rating","review_Count","website","breadcrumb","url","TimeStamp"
"Mulagandha Kuti Vihar","Mulagandha Kuti Vihar Path Dharmapala Rd, Sarnath, Varanasi 221007 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/88/14/c1/mulagandha-kuti-vihar.jpg?w=500&h=400&s=1","","","4.5","15","","Asia > India > Uttar Pradesh > Varanasi District > Varanasi > Places to visit in Varanasi","https://www.tripadvisor.com/Attraction_Review-g297685-d12683520-Reviews-Mulagandha_Kuti_Vihar-Varanasi_Varanasi_District_Uttar_Pradesh.html","2024-03-01T21:29:16Z"
"Durga Temple","27, Durgakund Rd Jawahar Nagar Colony, Bhelupur, Varanasi 221005 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f3/83/46/durga-temple-is-near.jpg?w=500&h=-1&s=1","","","4.5","20","","Asia > India > Uttar Pradesh > Varanasi District > Varanasi > Places to visit in Varanasi","https://www.tripadvisor.com/Attraction_Review-g297685-d14019483-Reviews-Durga_Temple-Varanasi_Varanasi_District_Uttar_Pradesh.html","2024-03-01T21:29:16Z"
"Horinji Temple","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/f1/9a/42/caption.jpg?w=500&h=-1&s=1","","","4.5","15","","Asia > India > Uttar Pradesh > Varanasi District > Varanasi > Places to visit in Varanasi","https://www.tripadvisor.com/Attraction_Review-g297685-d5512130-Reviews-Horinji_Temple-Varanasi_Varanasi_District_Uttar_Pradesh.html","2024-03-01T21:29:16Z"
"Alamgir Mosque","Nr. Panchganga Ghat, Varanasi 221002 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c7/fd/1e/minerts-of-alamgir-mosque.jpg?w=500&h=400&s=1","","","4.0","37","","Asia > India > Uttar Pradesh > Varanasi District > Varanasi > Places to visit in Varanasi","https://www.tripadvisor.com/Attraction_Review-g297685-d3152114-Reviews-Alamgir_Mosque-Varanasi_Varanasi_District_Uttar_Pradesh.html","2024-03-01T21:29:16Z"
"Yoga Training Centre","D 5/15 Shakarkand Lane Near Meer Ghat, Varanasi 221001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/4a/a1/d0/photo0jpg.jpg?w=500&h=-1&s=1","","","5.0","510","","Asia > India > Uttar Pradesh > Varanasi District > Varanasi > Places to visit in Varanasi","https://www.tripadvisor.com/Attraction_Review-g297685-d1552408-Reviews-Yoga_Training_Centre-Varanasi_Varanasi_District_Uttar_Pradesh.html","2024-03-01T21:29:16Z"
"Jantar Mantar","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/e0/ae/40/jantar-mantar.jpg?w=500&h=-1&s=1","","","4.0","36","","Asia > India > Uttar Pradesh > Varanasi District > Varanasi > Places to visit in Varanasi","https://www.tripadvisor.com/Attraction_Review-g297685-d3923274-Reviews-Jantar_Mantar-Varanasi_Varanasi_District_Uttar_Pradesh.html","2024-03-01T21:29:16Z"
"ISKCON Varanasi","Durgakund Road, Varanasi 221010 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/44/96/56/iskcon-varanasi.jpg?w=500&h=400&s=1","","","4.0","34","","Asia > India > Uttar Pradesh > Varanasi District > Varanasi > Places to visit in Varanasi","https://www.tripadvisor.com/Attraction_Review-g297685-d3953737-Reviews-ISKCON_Varanasi-Varanasi_Varanasi_District_Uttar_Pradesh.html","2024-03-01T21:29:16Z"
"Ramnagar Fort","Kila Road Ramnagar Crossing, Varanasi 221008 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/08/1f/33/outside.jpg?w=500&h=-1&s=1","","","3.5","332","","Asia > India > Uttar Pradesh > Varanasi District > Varanasi > Places to visit in Varanasi","https://www.tripadvisor.com/Attraction_Review-g297685-d2531640-Reviews-Ramnagar_Fort-Varanasi_Varanasi_District_Uttar_Pradesh.html","2024-03-01T21:29:16Z"
"Birthplace of Sant Ravidas Seergovardhan Varanasi","Seergovardhanpur P.O. BHU, Varanasi, Varanasi 221005 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/62/26/eb/birthplace-of-sant-ravidas.jpg?w=400&h=300&s=1","","","5.0","8","","Asia > India > Uttar Pradesh > Varanasi District > Varanasi > Places to visit in Varanasi","https://www.tripadvisor.com/Attraction_Review-g297685-d11829138-Reviews-Birthplace_of_Sant_Ravidas_Seergovardhan_Varanasi-Varanasi_Varanasi_District_Utt.html","2024-03-01T21:29:16Z"
"Sunrise Yoga with Ayush - Varanasi","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f2/40/54/caption.jpg?w=500&h=400&s=1","","","5.0","276","","Asia > India > Uttar Pradesh > Varanasi District > Varanasi > Places to visit in Varanasi","https://www.tripadvisor.com/Attraction_Review-g297685-d16904076-Reviews-Sunrise_Yoga_with_Ayush_Varanasi-Varanasi_Varanasi_District_Uttar_Pradesh.html","2024-03-01T21:29:16Z"
"Panchganga Ghat","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/e2/c6/e9/caption.jpg?w=500&h=400&s=1","","","4.5","18","","Asia > India > Uttar Pradesh > Varanasi District > Varanasi > Places to visit in Varanasi","https://www.tripadvisor.com/Attraction_Review-g297685-d3704915-Reviews-Panchganga_Ghat-Varanasi_Varanasi_District_Uttar_Pradesh.html","2024-03-01T21:29:16Z"
