"name","address","emails","image","label","phone","rating","review_Count","website","breadcrumb","url","TimeStamp"
"Sajjangarh Monsoon Palace","Sajjan Garh Rd Near Mewar Garh Hotel, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/cb/b8/e6/the-fort.jpg?w=500&h=400&s=1","","","4.0","2,180","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d320046-Reviews-Sajjangarh_Monsoon_Palace-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Animal Aid Unlimited","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/2c/13/f5/calf-feeding.jpg?w=500&h=400&s=1","","","5.0","77","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d12501287-Reviews-Animal_Aid_Unlimited-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Indigo Art School","Hanuman Ghat, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/95/77/c1/caption.jpg?w=500&h=400&s=1","","","5.0","34","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d19140347-Reviews-Indigo_Art_School-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Maharana Pratap Smarak","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/04/a3/b7/statue-of-maharana-pratap.jpg?w=500&h=-1&s=1","","","4.0","432","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d4088687-Reviews-Maharana_Pratap_Smarak-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Nexus Celebration Mall","Nh - 8 Bhuwana, Udaipur 313004 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/84/0f/8e/the-celebration-mall.jpg?w=500&h=400&s=1","","","4.5","254","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d4311566-Reviews-Nexus_Celebration_Mall-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Fateh Sagar Lake","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/4d/67/47/img20190713194007-largejpg.jpg?w=500&h=-1&s=1","","","4.5","182","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d14920336-Reviews-Fateh_Sagar_Lake-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Pita Shree Handicraft","84,Bhattyani Chohtta,City Palace Road Near luxary palace hotel, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/c6/14/d2/hand-embroidered-colourful.jpg?w=500&h=400&s=1","","","5.0","132","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d10824910-Reviews-Pita_Shree_Handicraft-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Ambrai Ghat","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/86/28/66/city-palace-during-sunset.jpg?w=500&h=400&s=1","","","4.5","101","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d11949848-Reviews-Ambrai_Ghat-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Maharana Pratap Museum","Haldighati Near Nathdwara, Udaipur 313322 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/db/06/18/maharana-pratap-museum.jpg?w=500&h=400&s=1","","","4.5","253","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d8865803-Reviews-Maharana_Pratap_Museum-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Urban Square Mall","Plot No. F - 210 to 223, Udyog Vihar, Gaurav Path, RIICO Industrial Area, Sukher, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/fd/a4/a9/witness-the-magnificent.jpg?w=500&h=400&s=1","","","5.0","31","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d26889028-Reviews-Urban_Square_Mall-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Chetak Smarak","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/d7/a4/04/chetak-smarak.jpg?w=500&h=400&s=1","","","4.0","482","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d3553467-Reviews-Chetak_Smarak-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Art_en_Soul shoppe","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b9/92/cc/art-en-soul-shoppe.jpg?w=500&h=-1&s=1","","","5.0","43","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d12146513-Reviews-Art_en_Soul_shoppe-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Fateh Prakash Palace","City Palace Rd Lake Pichola, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/36/87/ae/fateh-prakash-palace.jpg?w=500&h=400&s=1","","","4.0","212","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d325125-Reviews-Fateh_Prakash_Palace-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Gothwal Art","20, Gangour Ghatt Marg, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/85/bc/14/a-visit-yesterday-to.jpg?w=500&h=-1&s=1","","","5.0","423","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d6217815-Reviews-Gothwal_Art-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Karni Mata","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/e9/be/2e/lake-pichhola-view-from.jpg?w=500&h=-1&s=1","","","4.5","67","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d12833829-Reviews-Karni_Mata-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Bada Mahal","City Palace, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/84/57/c4/welch-ein-fenster.jpg?w=500&h=400&s=1","","","4.5","84","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d3151353-Reviews-Bada_Mahal-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Vintage Collection of Classic Cars Museum","at the Garden Hotel, Sajjan Niwas Garden, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/03/9d/08/vintage-collection-of.jpg?w=500&h=-1&s=1","","","3.5","1,136","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d2389697-Reviews-Vintage_Collection_of_Classic_Cars_Museum-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Sukhadia Circle Fountain","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/30/10/93/sukhadia-circle-fountain.jpg?w=500&h=-1&s=1","","","4.0","293","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d3705682-Reviews-Sukhadia_Circle_Fountain-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Sajjangarh Wildlife Sanctuary","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/6f/14/c4/photo1jpg.jpg?w=500&h=-1&s=1","","","4.0","273","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d4092611-Reviews-Sajjangarh_Wildlife_Sanctuary-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Bahubali Hills","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/e1/17/c4/caption.jpg?w=500&h=400&s=1","","","4.5","19","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d19451926-Reviews-Bahubali_Hills-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Crystal Gallery","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/cf/37/75/crystal-gallery.jpg?w=500&h=-1&s=1","","","4.0","357","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d4917391-Reviews-Crystal_Gallery-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Maharana Pratap Memorial","Fateh Sagar Road Malla Talai, Udaipur 313322 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/10/2a/d4/my-moment-at-maharana.jpg?w=500&h=-1&s=1","","","4.5","35","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d11871626-Reviews-Maharana_Pratap_Memorial-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Locky Art School & Art Gallery","16 Bajrang Marg Outside Chandpole, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e1/a4/0d/getlstd-property-photo.jpg?w=500&h=-1&s=1","","","5.0","18","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d17601009-Reviews-Locky_Art_School_Art_Gallery-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Bharti Massage Center","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/8d/32/ec/bharti-massage-center.jpg?w=500&h=-1&s=1","","","5.0","925","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d3670343-Reviews-Bharti_Massage_Center-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Ganesham Art & Craft","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/54/9f/b1/ganesham-art-craft.jpg?w=500&h=-1&s=1","","","5.0","17","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d12074383-Reviews-Ganesham_Art_Craft-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Gangaur Ghat","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b2/ff/b4/wow-what-a-view.jpg?w=500&h=400&s=1","","","4.0","34","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d15123434-Reviews-Gangaur_Ghat-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Gulab Bagh","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/68/46/57/garden.jpg?w=500&h=400&s=1","","","3.5","215","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d4435371-Reviews-Gulab_Bagh-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Shashi Cooking Classes","18, Gangaur Ghat Marg Below Sunrise Restaurant, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/8b/a5/e0/indian-authentic-cooking.jpg?w=500&h=400&s=1","","","5.0","858","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d1215081-Reviews-Shashi_Cooking_Classes-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Rishabhdeo Or Kesariyaji Jain Temple","Rishabhdeo, Udaipur 313802 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c1/25/33/photo4jpg.jpg?w=500&h=400&s=1","","","4.5","63","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d6648520-Reviews-Rishabhdeo_Or_Kesariyaji_Jain_Temple-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Sahastra Bahu Temples","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/52/46/26/img-20190422-173429-783.jpg?w=500&h=400&s=1","","","5.0","12","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d15808757-Reviews-Sahastra_Bahu_Temples-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Pratap Gaurav Kendra","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/e8/d3/63/pratap-gaurav-kendra.jpg?w=500&h=400&s=1","","","5.0","14","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d13199074-Reviews-Pratap_Gaurav_Kendra-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Cabwale","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/a8/30/0c/cabwale.jpg?w=500&h=400&s=1","","","5.0","745","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d12056162-Reviews-Cabwale-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Kumbhalgarh Wildlife Sanctuary","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/de/dc/74/various-animals-seen.jpg?w=500&h=400&s=1","","","4.0","81","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d3705370-Reviews-Kumbhalgarh_Wildlife_Sanctuary-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Under the Sun Aquarium","Fateh Sagar Lake Near overflow, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/b9/1b/44/the-mighty-omg-tank.jpg?w=500&h=400&s=1","","","4.0","69","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d13007434-Reviews-Under_the_Sun_Aquarium-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Raj Heena Painting","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/af/b9/89/raj-heena-painting.jpg?w=400&h=300&s=1","","","5.0","20","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d11642001-Reviews-Raj_Heena_Painting-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Lake Badi","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/40/c0/7e/lake-badi.jpg?w=500&h=400&s=1","","","4.5","46","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d12871132-Reviews-Lake_Badi-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Ahar Cenotaphs","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/b1/4e/a9/photo1jpg.jpg?w=500&h=-1&s=1","","","4.0","108","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d3491620-Reviews-Ahar_Cenotaphs-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Boutique Namaste India","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/d2/11/c5/tailorshop-in-udaipur.jpg?w=500&h=-1&s=1","","","5.0","517","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d3377486-Reviews-Boutique_Namaste_India-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"The Place of Art","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/45/f4/15/photo2jpg.jpg?w=500&h=400&s=1","","","5.0","13","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d15848516-Reviews-The_Place_of_Art-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Art World","01 Nag Marg Outside Chandpole Hanuman Ghat, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/cf/54/a8/art-world.jpg?w=500&h=-1&s=1","","","5.0","10","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d15629039-Reviews-Art_World-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Inspirit Art Gallery","Near Ambrai Restaurant Outsite Chandpol, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/13/a0/5e/buddha-the-peace.jpg?w=500&h=-1&s=1","","","5.0","20","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d10809497-Reviews-Inspirit_Art_Gallery-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Navlakha Mahal","Gulab bag, Maharshi Dayanand marg, Udaipur Sajjan Nivas Garden,Near Bus stsnd, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/51/82/70/navlakha-mahal.jpg?w=500&h=-1&s=1","","","4.5","9","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d13153717-Reviews-Navlakha_Mahal-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Shilpgram Museum","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/1f/69/a3/shilpgram-museum.jpg?w=400&h=300&s=1","","","4.0","90","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d5782413-Reviews-Shilpgram_Museum-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Udaipur Art Villa","Guru Pushkar Marg In front of Bagore Ki Haveli, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/68/b3/4c/heena.jpg?w=500&h=-1&s=1","","","4.5","19","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d10672962-Reviews-Udaipur_Art_Villa-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Ayurveda Ayurvedic Massage Centre","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/fe/72/22/ayurveda-ayurvedic-massage.jpg?w=500&h=-1&s=1","","","5.0","683","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d9601261-Reviews-Ayurveda_Ayurvedic_Massage_Centre-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Agrawal Tours and Travels","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/da/15/99/getlstd-property-photo.jpg?w=500&h=400&s=1","","","5.0","544","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d10523603-Reviews-Agrawal_Tours_and_Travels-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"KRISHNA Tours & Taxi","87 Shiv Nagar Colony Panghat Wali Gali Near Ramada Hotel, Rampura Circle, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/4d/cd/17/yuvraj-tours-udaipur.jpg?w=500&h=400&s=1","","","5.0","389","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d15556974-Reviews-KRISHNA_Tours_Taxi-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Nehru Park","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/6e/ae/5f/nehru-park-from-boat.jpg?w=500&h=-1&s=1","","","3.5","129","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d6440157-Reviews-Nehru_Park-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Mani Balaji Arts & Crafts","Alkapuri 15 Nr Radaji Chouraha P P Shihal Marg, Udaipur 313001 India","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/1c/39/79/best-handicraft-showroom.jpg?w=500&h=400&s=1","","","5.0","7","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d16830366-Reviews-Mani_Balaji_Arts_Crafts-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Gallery One","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/5f/0b/1b/at-gallery-one-owr-new.jpg?w=500&h=400&s=1","","","4.5","17","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d4478436-Reviews-Gallery_One-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
"Om Art Emporium","","","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/3f/20/05/caption.jpg?w=500&h=400&s=1","","","5.0","6","","Asia > India > Rajasthan > Udaipur District > Udaipur > Places to visit in Udaipur","https://www.tripadvisor.com/Attraction_Review-g297672-d25893350-Reviews-Om_Art_Emporium-Udaipur_Udaipur_District_Rajasthan.html","2024-03-01T20:59:11Z"
